channel_id,all_comment_count,eng_comment_count
UCkGvUEt8iQLmq3aJIMjT2qQ,29,27
UCkH6-sgIxWjGb0kAaybyzew,43,37
UCkHASsLOHuddMTzARove3AA,52,8
UCkJEpR7JmS36tajD34Gp4VA,86,69
UCkJz0IjpFA9IYA6wUPyAQIA,27,22
UCkKDpnzIG29MA--Sh6oOtWg,64,3
UCkKeG3Vz6R0JZowsYE2hMHQ,65,4
UCkLNHZZsC3LKdUAroKNwOOw,88,21
UCkMrzpvOdM2Ndc21jgbj8NA,36,4
UCkNRdK0q5KZssogiS--R4pQ,31,29
UCkQO3QsgTpNTsOw6ujimT5Q,30,23
UCkSMDOtrKr43OGSSmKnx6tQ,32,32
UCkZu0HAGinESFynhe3R4hxQ,28,18
UCkc6y6DoQ9vNMnSlH-8gw-Q,33,25
UCkcqmxjMXaBb0kDWqqSEU1g,23,18
UCkfTm3HfC4Fqr5dTPJHc9Fg,24,21
UCkjOy-CyP1EKwB5wDdm21xQ,31,1
UCkkPGKGkioMO4J8PEbfpddw,82,47
UCkkWiZ59-JghPsbwbIRVyRw,31,5
UCkka5j2ya5biR4oBGlaZCmQ,31,19
UCklS5HHfV3qVfLgAAKJIepg,60,31
UCkmLpbIFpQS0MOJr0FOY_nw,65,25
UCknLrEdhRCp1aegoMqRaCZg,112,93
UCkonnVOfk_KQaYa8qeAGxQg,30,16
UCkvLEcEHQ1TGvRZW-lwh1yA,35,25
UCkw4JCwteGrDHIsyIIKo4tQ,167,148
UCl-eRTiL9VOLhXhX_RT1gsw,26,23
UCl0L4ecl2ipGTVLp0zz8Puw,30,26
UCl31nh9FGrKKGjKn8uaOasw,34,32
UCl71E6OK8g7nQsyJv-6Ml6w,31,0
UCl8TEoIOnMq_5ntJOYMq-Zg,66,58
UCl9yvlcKLCImWlthDVVwS2A,28,12
UClAloP4xff1FZHBFXfj9emA,35,7
UClBoSG6JnFaxAmqmI5cuK_A,49,36
UClCe18fwE4Gtr7vgqka1Zlg,27,2
UClDVWIdbYk0mCnL9nkRHSxw,31,5
UClEaLQq1OzzfkLF4-0WSdrQ,32,29
UClIZMYiXeR4BSBFoqlgugcA,31,19
UClOcsq2eyhAf5tisO0evIdw,24,4
UClVrJwcIy7saPcGc1nct80A,30,14
UClW4jraMKz6Qj69lJf-tODA,27,18
UClX4cj-L_4Q-VQ8k48w1LGg,10,0
UClXIE26CH8oyaIX5a_vpPJg,17,16
UClXyQldSV7ZAzW5fH32FWlw,39,15
UCl_7TcFxC6XNZOVmJClCUEg,32,20
UClaXaq9QJLwnCr-fMX17I-Q,25,1
UClavAb2T4kVNj-I_5qKw8sg,26,18
UClh7Lmy4FDnPMIrL4sSNYLQ,233,140
UCljz_M6NK7ASp5u0t2ImfiQ,80,64
UClkUhTjFbQbtGfS14h9Vw5g,25,20
UClu474HMt895mVxZdlIHXEA,25,0
UClvgyQvIplPQU8N73vPlFUA,31,14
UCm0HJFN_tqEJTWayKsbcHng,26,2
UCm1dsgJNnhaLkY3uAdqN4mA,36,23
UCm4--U6UJnI1taBnkekOlxA,33,22
UCm5mt-A4w61lknZ9lCsZtBw,38,33
UCm5wThREh298TkK8hCT9HuA,30,0
UCm9VBJnCWbtqWeg5EzXH-PA,39,37
UCmCCTsDl-eCKw91shC7ZmMw,24,4
UCmDOChfahA4gZU3WoRriNUQ,26,7
UCmE-SU-4kME5yeLeiR93OiA,7,7
UCmFVeAWxiBM9wkS1OeJKhUg,32,32
UCmGSJVG3mCRXVOP4yZrU1Dw,38,34
UCmHzCFgOiVlZVT6ppYi7CpQ,88,46
UCmJWxL-S_cGLXsbx8vhbq9Q,55,51
UCmOA7RzdvNCI3YbKWU14-4g,26,6
UCmQ7nUqeKBYeZGkLKNK2aKw,33,20
UCmRtPmgnQ04CMUpSUqPfhxQ,4,3
UCmS75G-98QihSusY7NfCZtw,34,6
UCmbF1cyNa6y7uNYiqYmSVJw,66,57
UCmh7afBz-uWwOSSNTqUBAhg,32,21
UCmi7CahP3G3YySOAFOfSnkw,12,9
UCmihriEKTDg-YkJ1Hn49gsQ,36,25
UCmjcipK4ISJ9ZGYXVflyDmw,3,2
UCmjeWRE9boeZfWFIT2cMsvg,36,7
UCmlWSK_3tx1hEGswvKGnYbw,23,14
UCmmPgObSUPw1HL2lq6H4ffA,56,43
UCmnpMr4Md5CgZ5MdlghTYqA,70,63
UCmuqCD1-z48_-9KtDTHbQ5g,23,21
UCmv6kmr0gJltiqlu2AtcLHA,25,20
UCmvBVmiTrR6qlG2Merzx6tQ,36,19
UCn2YKsCiDpL3UjxIm4-RCoQ,17,17
UCn9W4PujTNjq4C_vlOgpyow,28,19
UCnDl1lJkp4KgEbJKLnVLPjQ,32,8
UCnFmIxjxfZsMLaTskyrRSfA,33,24
UCnI3TuOg8D3SCRPW8ET4EAg,24,19
UCnLG3faqJVbi2BsvMS87Kng,30,26
UCnMn36GT_H0X-w5_ckLtlgQ,123,119
UCnOtD9H-cffACLfOJdk3cRw,31,13
UCnPjVVu__eOVZnAnjBiGhKA,29,17
UCnSDZWM7akmbgbwdECSPpow,9,7
UCnSR7_Oq-MdsZxfogsfk-Ug,40,21
UCnTzym6VmmyDiVEOnBIFfsg,28,18
UCnUqX0KIAu3svfrlkrYaZew,31,20
UCnXQ2UmtPSvbhD8E-jllazQ,2,0
UCnZixomZ5A25EUR4J4UBAag,34,24
UCnbIcS2C2SrUuDV7NX8mvRg,31,21
UCnfrIHGbtK7OSTYMS-zcOeQ,29,23
UCnhb2ElBlkFiaFq_rgbkDfA,31,19
UCnj-zykC0v_6LFxf5WndmwA,46,32
UCnmFy6kByDk4WiQ6gOIIFug,101,74
UCnnQ3ybuyFdzvgv2Ky5jnAA,92,84
UCnobTPLeBxWHurWHq8jzsnA,35,11
UCnsmVWGrFH4uZJ2MGqLlgDQ,29,17
UCnwUjPK7dXety-AJ4fNw_RQ,25,24
UCnxGkOGNMqQEUMvroOWps6Q,27,21
UCnzDWHTbEE5UWd3WuQAX6zQ,96,82
UCo-nxhA1c6OfgkZLb_x_zKg,40,30
UCo3Uz96PEWjZCLiRiR1qY0A,33,4
UCo621I_M2ojC6EK6xgZk3XA,24,10
UCo7a6riBFJ3tkeHjvkXPn1g,27,27
UCo8bcnLyZH8tBIH9V1mLgqQ,89,69
UCoJNIIiyO7LqVLdLXuBv_Kw,30,23
UCoK_woRkWBbkQ1L7wc-O2bQ,27,8
UCoL68NLLSUQqEDwMZPvrdEg,64,20
UCoL9102qjP4fMOCw4Hj1A4g,22,13
UCoMdktPbSTixAyNGwb-UYkQ,63,59
UCoMzWLaPjDJBbipihD694pQ,105,63
UCoORXcc2eQHEea-c6XoF64A,2,0
UCoOae5nYA7VqaXzerajD0lg,34,31
UCoOss5XiPpnLHGmLrBvNkJg,34,32
UCoPHzo6P_19R2DqiWDLIAtw,31,2
UCoQ82DJKX_kB5YTNBeYN-eQ,35,20
UCoU-uvuKOMfd8g8iFONan5Q,27,22
UCoUM-UJ7rirJYP8CQ0EIaHA,60,18
UCoV9RwQUEBZJX6EvP_s9XAg,25,0
UCoYPt6E_mUCXKM8e3ZoizCA,77,66
UCo_IB5145EVNcf8hw1Kku7w,35,26
UCo_sCO2CnxerFBIXCtdWi8A,54,41
UCoamPiVrts0-qXQNnTn5jEw,28,2
UCocx9hVUvgMMNupSEaD2GAQ,26,20
UCogNMtzi_CJwQkYtS30V5FA,25,6
UCoh-C01mA3H32unyTAOF0NQ,31,12
UCoihrBTsIlpFnTkJFU-kdtQ,4,0
UCoj4dX_MBHfO3OoOw8MMMbQ,22,12
UColWnHpgYPbb746xFSc_6wQ,36,30
UCorVBcR89wztpz9-dtz_nww,26,8
UCor_kFLwhSPubDOkuFFWNXA,24,22
UCorruoVYwGGyND4SZVtrVDQ,1,1
UCow_f6rdMDzN2jBcHM-6sKw,38,23
UCp-IaqOaxH7OLYFb9FEHK2A,32,15
UCp-uaoJ9fD4o1wVnGAcK6XA,4,1
UCp6_KuNhT0kcFk-jXw9Tivg,36,6
UCp9UFnqm9oUr3U2GSNKBuew,26,24
UCp9fdMyEgqyhoZjUynb905g,14,11
UCpF_Q1Mr-KS_hsTNEu4oArg,15,10
UCpHWNd83s0a--p9myDq1Hfw,57,24
UCpIn7ox7j7bH_OFj7tYouOQ,68,67
UCpJtpB6phQSmGYqXwHMoW3g,30,12
UCpM3V4rrrwAq2l5pJ6v7A1w,26,8
UCpMNCbnIjxci0LUs4MVqFdQ,5,5
UCpMcsdZf2KkAnfmxiq2MfMQ,24,20
UCpPwodiYc4ceaqEBB54trHQ,28,14
UCpQyvmKsmErzFlYHH4UPcHA,30,2
UCpVH3AFcRbAri5OAUsYRZDw,323,23
UCpVm7bg6pXKo1Pr6k5kxG9A,149,106
UCpWP1zLlQDxaBQ_3DKg0ULQ,33,26
UCpWaR3gNAQGsX48cIlQC0qw,29,5
UCpYF_3dMxbTukeCG2GsgPbA,189,146
UCpbClyFMuJQJJH7skfiVeQg,125,92
UCpcuN4m4C69XMzGd8QypFYg,10,0
UCpeSv0N9tbe2V5fLMVrlodA,35,31
UCphLLUvY0al4TiuhRbm6Cqw,1,0
UCpjlh0e319ksmoOD7bQFSiw,3,2
UCpkMFmLkbaPwyBLACCnnoCg,37,22
UCplqZF_Lb77bi3eUsczSV1A,29,20
UCpoFTd5pm7T648WQYGDgjjw,14,2
UCpq2aZ_la87_eNCHTurQQNA,31,15
UCptwuAv0XQHo1OQUSaO6NHw,53,46
UCpuT8AlP9P9EgW_pZ0_xInQ,132,88
UCpvCCcbe2Grs0iZ2RScez6g,29,21
UCpvyOqtEc86X8w8_Se0t4-w,32,32
UCpx_k19S2vUutWUUM9qmXEg,64,34
UCq-Fj5jknLsUf-MWSy4_brA,58,21
UCq0grzC77X9UZd9xngQRTjg,22,21
UCq46lKycfqrBtUPTxUk_NRQ,27,9
UCq8DICunczvLuJJq414110A,34,13
UCqD1vWlpai9SUvfNfzVvUqA,35,32
UCqDOgbuIkgseaGA8JZsLffw,53,46
UCqFhfan_P2AmGVB1X2B-3Aw,37,5
UCqG3b7ktKbW_G6Zv0T6yiaQ,65,29
UCqIhj9E30fxRF-bL9gtIsUQ,40,36
UCqJ5EkPzmVHTTrrHtmgWeeg,42,38
UCqQo7ewe87aYAe7ub5UqXMw,53,40
UCqTwKvjbTENZDGbz2si47ag,29,20
UCqUGJJcQoXIZI0STu44JT0g,14,7
UCqW8jxh4tH1Z1sWPbkGWL4g,34,26
UCqYw-CTd1dU2yGI71sEyqNw,15,1
UCqbOeHaAUXw9Il7sBVG3_bw,66,51
UCqdjA0jxKFhUzUAe0OiWUzw,37,32
UCqfQLEryIx3r6OP2VhyNWQw,31,8
UCqlsXJpAOICV20pxH2knYXw,28,20
UCqoAEDirJPjEUFcF2FklnBA,61,59
UCqoGR_EedlhKDVuWNwYWRbg,36,33
UCqos1tl0RntucGGtPXNxkkA,68,59
UCqvaXJ1K3HheTPNjH-KpwXQ,31,26
UCqyBfm_H9ugGirk1ufYA2YA,5,4
UCqz1Z9I6GY0q0xvUnLqGHOg,29,21
UCr-yZBBIzqOkcHjmAF7YR7A,34,17
UCr546o7ImhGM57qoY0hHvkA,13,12
UCr57uNlkRtWt8IqMOvUSYKQ,28,17
UCr5qeBG9g7bGtMGyHG2GzbQ,34,31
UCr6Bv4M4Jsec9Xrc9lBOT7A,69,43
UCr9a47pzGZNAUY5srcczTAQ,34,1
UCrDcofIg9AJ3Ky3BGuMnqqw,30,24
UCrFFy9BMtlNsg2wsa4XbTPg,17,10
UCrHQf1k-GtPByMHRsJjxO5g,37,8
UCrILBI7SUyvBCeoJxFpJNhA,32,23
UCrKTle4swI2H8V02FLtO9PQ,36,22
UCrLar1K8tHn5Lg-cAm_5Kcw,31,12
UCrM7B7SL_g1edFOnmj-SDKg,6,4
UCrRpYEytIHGyDgNWO6VbHlQ,15,11
UCrSL5o7eTh5techsNfVVOfQ,38,32
UCrTFPf6rq5OUSWb7ILW9trg,71,65
UCrTphLe4-fZY3_jExXwvDaw,31,4
UCrUTphxarZzISDiXFsFnUUA,28,24
UCrUWAHwPl7vttqBIPF9ZUxQ,61,43
UCrXzMVbjcaVvVtihxNpBvMQ,26,17
UCra5tzbQ7y52Y8crzjw0Z2w,28,11
UCraiFqWi0qSIxXxXN4IHFBQ,64,58
UCrbGXkoiC7DPoTU4DgYnvfA,26,21
UCrbLDRbD7EmERikOq3_7f3A,58,51
UCrfaLdVUAziZq9_yRFKYuIQ,35,33
UCri2vpzFkOaNNfG0uGm2nMA,19,0
UCrioNC6jxZmDMwqtC5rN-Tw,39,9
UCrkKeDYNCXu4BDY_0h67d5Q,24,12
UCrlIS7z20CnVaCrMvdkig_g,86,52
UCroIgxbjoAkAosWsfi0bgNw,24,15
UCrp_UI8XtuYfpiqluWLD7Lw,65,55
UCruQg25yVBppUWjza8AlyZA,32,28
UCruUAAgi8FPOEhV_6nxD0ew,166,15
UCrwzY_i2KJdKMPHGdtwzG9w,38,25
UCrx5pVziMo1qzF8isicR5SQ,25,9
UCs63uwXA_s2ww279MOaXeZA,43,21
UCs6ZQr6vTKU83dLhTABrN4g,36,30
UCsAtSubtzDCbWqPcYlBHA-g,22,9
UCsBjURrPoezykLs9EqgamOA,301,248
UCsDTy8jvHcwMvSZf_JGi-FA,27,20
UCsDnS4kjqUkEgcdp4R2TAew,4,2
UCsLF0qPTpkYKq81HsjgzhwQ,59,52
UCsLo154Krjwhoz8W00N8ItA,30,30
UCsMica-v34Irf9KVTh6xx-g,5,3
UCsN32BtMd0IoByjJRNF12cw,71,62
UCsT0YIqwnpJCM-mx7-gSA4Q,206,175
UCsXVk37bltHxD1rDPwtNM8Q,271,224
UCsYDA8aP_UqKeP_Xn5BOy1Q,28,11
UCsYJZHxeliV-nmf6fjsoc-A,24,21
UCsYLXBQ7RaagLd45glOwGAg,27,0
UCsYW6Rl1rmrdEiDFKIyYzGw,42,34
UCsaS5aZjlJPJCzNwjEc3waw,24,20
UCsaYKdGyEV_4KIVGtekpZSg,37,22
UCsaoxVZ4JEnBSE1iJRNGrzA,32,12
UCsix2fSnlGKPbQML3ocXlVA,7,4
UCske8PIaYjaPH1yBr_JojwQ,59,51
UCsmXiDP8S40uBeJYxvyulmA,38,3
UCsoMNUy0dPoFRAPcOjvdLTQ,25,22
UCsolMy8fNfkCw9lf8zc97gA,31,22
UCsooa4yRKGN_zEE8iknghZA,385,308
UCsqoUqiKajSIn__sNlOQY3Q,34,1
UCsvqVGtbbyHaMoevxPAq9Fg,506,385
UCsxJ9QfYa6qRbSA7TYnxk1A,16,12
UCt0SMZB-AHg4_KKsccj4j5A,2,2
UCt7LW9qkbk1D1sp9nIIqNMQ,30,7
UCtBAlQkiTnjqzkSmO62iDvA,55,49
UCtBLBiEGfvSBu-kpvhCq_Rw,32,19
UCtBp5FUvxIQV-3Dn4K_43-A,31,16
UCtEgLf0_j1vJLz0aNEdO2SQ,93,21
UCtG-RVaX4Nzj7yTfwOerQpA,27,0
UCtICg50_YuHVuK_erIcjvaQ,32,12
UCtOyEDcQkpJ-W0dB_UxQWRg,34,22
UCtV0jyO_aGii8b_9oz0FktQ,33,22
UCtWWry0cgjWi9C0Ye9sh6og,16,14
UCtXCZmV0U0bTpDfE-rwMQIA,27,15
UCtXSHpoksPg_AowNJh1ooYA,33,23
UCtYLUTtgS3k1Fg4y5tAhLbw,61,49
UCtZR9z2LPpXr9UiLQF6KR0w,28,8
UCt_FevX1UdOAMKGvXIzwTLg,89,41
UCta3MuD7omvsJyb-SMQkKOQ,36,30
UCtatfZMf-8EkIwASXM4ts0A,52,48
UCteF4--g6cL7jXbmujpRfeQ,67,60
UCthbIFAxbXTTQEC7EcQvP1Q,32,0
UCtinbF-Q-fVthA0qrFQTgXQ,33,28
UCtke4StIE5z2EiF85Zeqb-A,39,0
UCtlAFoYl2aWb6pMiHCctQHA,13,11
UCtmMJ50FQfi_Ep3nSnnvouQ,35,0
UCtnHxTn2yi8Fs3R7EnuYKBA,35,15
UCtscFf8VayggrDYjOwDke_Q,28,28
UCttspZesZIDEwwpVIgoZtWQ,29,1
UCtwQvkMG2Ksbe2HhB1WJlOg,33,20
UCtxD1EvAN5gRHfk3S_v_s0w,26,15
UCtxbV-l2t708Y4tkGSn2IZg,36,27
UCu0HI0THVGFWA6y12gb8G0g,29,10
UCu6H0owNo5Cm_J2znpYBjGA,26,23
UCu6eDhSb-UJq7_vLgKe4vHw,34,2
UCu8YylsPiu9XfaQC74Hr_Gw,37,35
UCuFFtHWoLl5fauMMD5Ww2jA,31,31
UCuFPaemAaMR8R5cHzjy23dQ,57,1
UCuG1usSaVDBG-_6l0wJnPjQ,121,9
UCuH22czTKY_PcWHvSZ6ibdg,30,8
UCuMZUmEIz6V26xIFiyDRgJg,18,11
UCuNQquyFKKikkscE9OQwrvg,36,26
UCuPLku1Zrk6HMr2S51yGkpQ,146,74
UCuRgzt9d1Ht89wMrSfl97cQ,31,10
UCuTAXTexrhetbOe3zgskJBQ,1,0
UCuTaETsuCOkJ0H_GAztWt0Q,29,28
UCuVLG9pThvBABcYCm7pkNkA,58,51
UCu_ddDIgIZREFg_N_1-z4nQ,33,31
UCub3Vt-aSQjYnj62vmVzx8g,135,126
UCuel4n7QXoG3HqclWqPaR1A,16,2
UCujEh8EooZHJe4YDinK3PAg,27,22
UCukbDcjeYSLtgUPtqVZh0tg,28,14
UCulYu1HEIa7f70L2lYZWHOw,67,34
UCulsxDuZ0gU8lzhpPAjUwUg,30,19
UCuoH9aFpJT0HltXb0XrKRNQ,27,14
UCupQd0e1leK4-Mj1wSfnkoQ,25,18
UCupvZG-5ko_eiXAupbDfxWw,66,48
UCutoQ8ltgJ_MXSU7ZsMe84A,5,3
UCuuIOPN4sluDyHqy8TI3MVQ,31,30
UCuuWA1J587Hlkt9mZ-CKKWg,39,1
UCuudpdbKmQWq2PPzYgVCWlA,30,22
UCuwJoiGWRxPYStBp0l0WuZw,24,15
UCuxfK38dUXj6oY_L4JjTCkA,30,22
UCv3cvTwgQy8nPj01yvn2yuw,55,51
UCv6T1ljYi3CETJ1Jqj1bFMQ,33,2
UCv9rbAUUpoW0k8MP2R4UEJA,29,23
UCvC4D8onUfXzvjTOM-dBfEA,18,11
UCvCYE-3TrY1GAe2l8K08N-w,99,92
UCvErWPrzaylp-zyK1OjsCvQ,32,1
UCvGwWJ_bcMkHRBuTNCL08cA,31,22
UCvHJzqB1KZMpZniAVWy3tkA,33,19
UCvHWfLnaHdnUcR8M8z2UJxQ,32,1
UCvHgAevYNV-A-bgA_edRjpA,23,4
UCvJJ_dzjViJCoLf5uKUTwoA,92,84
UCvKRFNawVcuz4b9ihUTApCg,34,33
UCvOca8do9ZtAkjytg_AU-JA,29,22
UCvQ6q0oG7EfECPCCOhuyaeg,26,11
UCvQECJukTDE2i6aCoMnS-Vg,72,61
UCvURWLttQQDceIRZfbXO3sw,124,0
UCvdxGWiC6FrVJSCso1tYOVQ,5,2
UCveWMJeHgcIUPMnFzd7Vxjg,34,24
UCvfrfH-VOHPYzMddGWIzoWw,28,25
UCvgT7Cks83k1VplVQxC4y4A,31,20
UCvhPRRiwI1_p4OBsY0yz6mg,83,71
UCvhd7zGGylSJtqk-7hXdmdg,26,12
UCvj3sUiOIvXZR00ZdMJFtwg,34,20
UCvkYQZ80HOAV8hvngztdMOg,3,0
UCvldQYubivfnUE2_8HigYpA,29,16
UCvmofFg-oZc4jvBUIfZbjzg,25,25
UCvpBKe4PjxCctjIrE01OIIQ,33,30
UCvpredjG93ifbCP1Y77JyFA,32,8
UCvrQdOvBRW-ycBQ32o1BCQw,29,19
UCvrd6VtgWF7CwaZH1S0N-Qg,28,26
UCvt5p3A11M8zd8iJPCC5XvQ,35,22
UCvulgQYQPPUMwCs7tKMXO0g,171,151
UCvyZS6W6zMJCZBVzF-Ei6sw,36,17
UCvyz2XB3Seq9MCbtORt1WIw,61,52
UCvz84_Q0BbvZThy75mbd-Dg,131,107
UCvzhkIinfe7hDRQXHkVzMcA,17,15
UCw4IHIMsDO5wpIiprOSXiEA,29,8
UCw527CsYYlcRVR3W2ywMV0A,29,7
UCw8_bi1G4duPevdfktipGOA,29,25
UCw8euwnbhc7emu194zhEiDQ,25,18
UCwA37yjKZ4M4k3mTlM-qpBw,30,24
UCwAdQUuPT6laN-AQR17fe1g,32,10
UCwBAHbp-l9bSOooxu_E8FyQ,65,62
UCwD_1dpfM6bjfEMx-MB43uA,32,16
UCwDxUt_GJc_dwn0xOp0zRBw,29,22
UCwIWAbIeu0xI0ReKWOcw3eg,31,17
UCwKAkgOJ7TISGlwZAq1H0Vg,2,0
UCwKB_00dPL3x5XmHF9IJCrg,10,8
UCwLK17rpMFUfktQEcMzSyWg,26,17
UCwLnkUCslDiUs9JWSJPlOtA,3,3
UCwO9-5vM7QMcolhb-TrJozQ,69,33
UCwO9naEwEdTuT9Q5Vze6XCA,36,23
UCwPm5a6_r_uGMsF16UZZ7bA,35,32
UCwPmDlEaOe1BeZr57yL0vaw,29,17
UCwRa9t7B6WUDMjIdnZ7d6QA,27,4
UCwTRjvjVge51X-ILJ4i22ew,30,14
UCwV-2zV0843TeNAEs2FI0lw,29,7
UCwVUvwMBetYq3nAN4A72cZA,38,21
UCwVxN4-G_OidfmIW4R5VRFw,32,19
UCwXicok1yKCwDWJRkRbJ4KQ,56,35
UCwdx8ruzMqXKgoU4XsdHl8g,21,9
UCweDKPSF65wRw5VHFUJYiow,27,24
UCweYhLNq5E2Qde0OVJHrjEg,24,1
UCwgPdz1IA3zSAAeNHJfALVg,62,42
UCwjZbay3Abw2ub6oYOfIg9g,42,36
UCwlvSJdcMc7iGdR-aducSog,24,23
UCwmGHKwW6AE_NBQ3CNcO9-A,161,49
UCwmZiChSryoWQCZMIQezgTg,95,73
UCwn3j2CZShPwFCWgIPSi-8w,33,9
UCwr-evhuzGZgDFrq_1pLt_A,33,15
UCwuN1GVl0hP0dgBbYjXA51w,34,22
UCwwuSBYcErVlOpveYubHv4g,25,24
UCwx7Y3W30N8aS_tiCy2x-2g,48,39
UCwyVRKfytvjSF6q5s7noKZQ,39,24
UCx-KWLTKlB83hDI6UKECtJQ,28,24
UCx18ywTcohtS9lpNXt8noWQ,36,31
UCx9sVjT6kNuMHIq36IcA-LA,30,15
UCxB7jMnHekMzHsOl9iZpXrA,26,21
UCxEQsjgRRfGWiJJu_PDygxw,26,25
UCxEuzvS8X2ljN5LZACvE0jg,47,42
UCxH0sQJKG6Aq9-vFIPnDZ2A,49,27
UCxHOMpCncSCDosjuAMeL_QA,27,23
UCxHoBXkY88Tb8z1Ssj6CWsQ,3,1
UCxY6a-AggK955JXpEPzlRLA,35,3
UCxd6ifFZycyUB45d2t9VPQw,91,59
UCxgAuX3XZROujMmGphN_scA,93,83
UCxiPSgY4RjnUQBcEYwEPy0w,32,25
UCxjwyHfs_334MLK95XPqGwg,32,15
UCxk4OTmTmSVo5AanTHDr_Bg,24,18
UCxladMszXan-jfgzyeIMyvw,26,22
UCxoz4YfS4M3H3C57FD4jW4Q,61,53
UCxpK_qbte2WqEoI-F34a7ZQ,9,0
UCxqAWLTk1CmBvZFPzeZMd9A,156,136
UCxtoW6ub3QvAgVT2o76inpA,33,22
UCxyiSz4m161Z6frOsFxJpgw,30,27
UCy-k88ww-eWxy6saQFTfXSg,21,7
UCy0tKL1T7wFoYcxCe0xjN6Q,28,27
UCy287hC44mRWpFLj4hK8gKA,58,51
UCy5znSnfMsDwaLlROnZ7Qbg,28,0
UCy6xH_adPsNMD6rQ2yZXB6w,37,35
UCy9NvK3_XGS4o2Zu7P84wMg,22,21
UCyBnpGaK3caGK4Boyh5hYyw,26,23
UCyD4t-kBwhpc-g2jvmhVAwg,29,18
UCyEd6QBSgat5kkC6svyjudA,75,64
UCyHJ94JzwY92NsBVzJ2aE3Q,27,25
UCyHtTtGH3c79iPc5meGA-pg,34,22
UCyKs4L4EULCfySbTybA9bAg,66,32
UCyL0RJe41itDFjd70KKZIZQ,25,21
UCyOXuep3hUvothHwr9k2DAA,24,18
UCyRhbS1VVfjbO06sN0zxsjg,30,23
UCyTS-kqntjFL_qxt9orBytg,31,19
UCyUTC3jCAaLd639lo9n9Bqw,11,9
UCyXD1jAZBdZ4u0K-GLYC77Q,21,16
UCyXH3yV5iAiUex_-Rc-Flgg,112,87
UCyd1FQbwxPyOACQuYgFzsJg,34,23
UCyeVfsThIHM_mEZq7YXIQSQ,33,22
UCyfZyQz37aOcyFmbWGKEpqQ,14,7
UCyh5g11KbG_YdbRw1ktAJqA,30,18
UCyhEZKz-LOwgktptEOh6_Iw,40,35
UCykzEgCDsi-hV3vCFa3bkwQ,33,28
UCymzDnu-l3vZ1fxuqvRePOA,27,20
UCypAoMCRQuNL2RBwy-x4oQg,22,18
UCyuDROQgOF2HrPKqaDjRJUw,5,4
UCyzkxMLeZDcd_Qhzh6uMgbg,24,23
UCz1oFxMrgrQ82-276UCOU9w,66,58
UCz5osAvTYFKjb6Kjcep6vXA,25,14
UCz8QaiQxApLq8sLNcszYyJw,60,52
UCz8y1ABvo6PI1EB8mgyI8cg,18,11
UCzE0cBVasE3tUoUvnxxcn6Q,57,16
UCzF4Ryn8TKn64md77gS5Q5Q,26,24
UCzJ53fi4NuDCYWOk9PtEkCA,28,16
UCzPyTFA2S3m9EbCEYRLr5mQ,18,0
UCzS3-65Y91JhOxFiM7j6grg,29,16
UCzSSoloGEz10HALUAbYhngQ,26,16
UCzTaO6zbdD2FpjZes31ynWw,41,20
UCzWwWbbKHg4aodl0S35R6XA,41,38
UCzYB0J1KFFo5P2EAiRuwdJw,27,16
UCzZIOm9qU-yXukOYRSTlPvA,30,26
UCzaYH6WeohiHKj3Ih_GdZdQ,34,28
UCzcB6yUTNVsvamC_eaDTOCw,21,16
UCznj32AM2r98hZfTxrRo9bQ,25,22
UCzqKhRhaE0fNl_Lg9jTaXbQ,37,32
UCzsEAkRcIsKpd1WaJnRR97A,30,28
UCzuqE7-t13O4NIDYJfakrhw,30,28
UCzzFtVXMzxD08Zej-qokESw,31,14
